"semana","SKU","Descripcion","Familia","Codigo_familia","Subfamilia","Unidad_medida","clasificacion_ABC","nivel_servicio_objetivo","lambda_sku","costo_unitario","margen_bruto","precio_venta","factor_estacional","demanda_semanal","inventario_inicial","unidades_recibidas","ventas","demanda_insatisfecha","quiebre_stock","devoluciones","inventario_final","posicion_inventario","punto_reorden","stock_seguridad","pedido_realizado","cantidad_pedida","lead_time_pedido","valor_inventario_final","costo_mantener_sem","costo_faltante_sem","costo_ordenar_sem"
15,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.8566,19,88,1,19,0,0,0,70,70,87.98,44.74,1,61,0.381,1166296.16,5607.19,0,20000
16,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.8585,39,70,61,39,0,0,0,92,92,87.98,44.74,0,0,NA,1532846.38,7369.45,0,0
17,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.7901,28,92,0,28,0,0,1,64,64,87.98,44.74,1,67,0.746,1066327.92,5126.58,0,20000
18,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.8946,26,64,64,26,0,0,0,102,102,87.98,44.74,0,0,NA,1699460.12,8170.48,0,0
19,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.7873,41,102,0,41,0,0,2,61,61,87.98,44.74,1,70,1.393,1016343.8,4886.27,0,20000
20,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.8057,23,61,72,23,0,0,0,110,110,87.98,44.74,0,0,NA,1832751.11,8811.3,0,0
21,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.8598,27,110,0,27,0,0,0,83,83,87.98,44.74,1,48,1.281,1382894.02,6648.53,0,20000
22,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.8754,33,83,46,33,0,0,0,96,96,87.98,44.74,0,0,NA,1599491.88,7689.86,0,0
23,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.902,43,96,0,43,0,0,1,53,53,87.98,44.74,1,78,0.792,883052.81,4245.45,0,20000
24,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.8747,30,53,77,30,0,0,0,100,100,87.98,44.74,0,0,NA,1666137.37,8010.28,0,0
25,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.9042,52,100,0,52,0,0,0,48,48,87.98,44.74,1,83,1.3,799745.94,3844.93,0,20000
26,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.87,59,48,79,59,0,0,1,68,68,87.98,44.74,1,63,0.701,1132973.41,5446.99,0,20000
27,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.9409,73,68,54,73,0,0,1,49,49,87.98,44.74,1,82,0.833,816407.31,3925.04,0,20000
28,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.895,51,49,78,51,0,0,2,76,76,87.98,44.74,1,55,0.865,1266264.4,6087.81,0,20000
29,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.0599,38,76,55,38,0,0,0,93,93,87.98,44.74,0,0,NA,1549507.75,7449.56,0,0
30,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.9699,34,93,0,34,0,0,0,59,59,87.98,44.74,1,72,0.998,983021.05,4726.06,0,20000
31,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.0387,64,59,69,64,0,0,0,64,64,87.98,44.74,1,67,0.995,1066327.92,5126.58,0,20000
32,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.9979,72,64,65,72,0,0,0,57,57,87.98,44.74,1,74,0.52,949698.3,4565.86,0,20000
33,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1094,53,57,72,53,0,0,0,76,76,87.98,44.74,1,55,1.063,1266264.4,6087.81,0,20000
34,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.091,66,76,53,66,0,0,0,63,63,87.98,44.74,1,68,2.178,1049666.54,5046.47,0,20000
35,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.0904,30,63,0,30,0,0,0,33,98,87.98,44.74,0,0,NA,549825.33,2643.39,0,0
36,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1986,53,33,65,53,0,0,0,45,45,87.98,44.74,1,86,0.857,749761.82,3604.62,0,20000
37,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,0.992,52,45,84,52,0,0,1,77,77,87.98,44.74,1,54,0.354,1282925.77,6167.91,0,20000
38,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1853,40,77,49,40,0,0,0,86,86,87.98,44.74,1,45,0.715,1432878.14,6888.84,0,20000
39,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1541,48,86,42,48,0,0,0,80,80,87.98,44.74,1,51,0.512,1332909.9,6408.22,0,20000
40,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1393,32,80,47,32,0,0,0,95,95,87.98,44.74,0,0,NA,1582830.5,7609.76,0,0
41,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1707,100,95,0,95,5,1,2,0,0,87.98,44.74,1,131,2.263,0,0,65906.95,20000
42,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.0854,43,0,2,2,41,1,0,0,120,87.98,44.74,0,0,NA,0,0,540436.99,0
43,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1806,41,0,120,41,0,0,0,79,79,87.98,44.74,1,52,0.285,1316248.52,6328.12,0,20000
44,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1535,55,79,49,55,0,0,0,73,73,87.98,44.74,1,58,1.142,1216280.28,5847.5,0,20000
45,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1536,37,73,55,37,0,0,1,91,91,87.98,44.74,0,0,NA,1516185.01,7289.35,0,0
46,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.0621,37,91,1,37,0,0,1,55,55,87.98,44.74,1,76,0.675,916375.55,4405.65,0,20000
47,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.0907,49,55,75,49,0,0,0,81,81,87.98,44.74,1,50,0.314,1349571.27,6488.32,0,20000
48,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1485,63,81,49,63,0,0,1,67,67,87.98,44.74,1,64,1.269,1116312.04,5366.88,0,20000
49,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.15,57,67,61,57,0,0,1,71,71,87.98,44.74,1,60,1.072,1182957.53,5687.3,0,20000
50,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.0785,64,71,60,64,0,0,0,67,67,87.98,44.74,1,64,0.694,1116312.04,5366.88,0,20000
51,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1747,58,67,58,58,0,0,0,67,67,87.98,44.74,1,64,0.706,1116312.04,5366.88,0,20000
52,"FER-DIS-007","Disco Flap Grano 40","Tornillería y Consumibles","FER","Discos abrasivos","unidad","B",0.95,43.2393,16661.37,0.4417,29842.76,1.1609,21,67,60,21,0,0,0,106,106,87.98,44.74,0,0,NA,1766105.61,8490.89,0,0
1,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0475,118,410,0,118,0,0,3,292,292,284.78,159.25,0,0,NA,3033607.13,14584.65,0,0
2,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0832,119,292,3,119,0,0,2,176,176,284.78,159.25,1,234,0.421,1828475.53,8790.75,0,20000
3,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0526,150,176,210,150,0,0,3,236,236,284.78,159.25,1,174,0.689,2451819.46,11787.59,0,20000
4,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9332,62,236,176,62,0,0,1,350,350,284.78,159.25,0,0,NA,3636172.93,17481.6,0,0
5,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9433,129,350,1,129,0,0,1,222,222,284.78,159.25,1,188,0.967,2306372.55,11088.33,0,20000
6,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8222,66,222,183,66,0,0,1,339,339,284.78,159.25,0,0,NA,3521893.21,16932.18,0,0
7,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9435,112,339,1,112,0,0,1,228,228,284.78,159.25,1,182,0.844,2368706.94,11388.01,0,20000
8,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8851,166,228,171,166,0,0,1,233,233,284.78,159.25,1,177,1.3,2420652.27,11637.75,0,20000
9,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8541,77,233,172,77,0,0,0,328,328,284.78,159.25,0,0,NA,3407613.49,16382.76,0,0
10,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9253,123,328,0,123,0,0,1,205,205,284.78,159.25,1,205,2.055,2129758.43,10239.22,0,20000
11,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9357,111,205,1,111,0,0,2,95,288,284.78,159.25,0,0,NA,986961.23,4745.01,0,0
12,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.7997,143,95,195,143,0,0,2,147,147,284.78,159.25,1,263,0.983,1527192.63,7342.27,0,20000
13,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8576,175,147,253,175,0,0,3,225,225,284.78,159.25,1,185,0.879,2337539.74,11238.17,0,20000
14,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8555,71,225,186,71,0,0,2,340,340,284.78,159.25,0,0,NA,3532282.28,16982.13,0,0
15,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8474,75,340,2,75,0,0,0,267,267,284.78,159.25,1,143,0.61,2773880.5,13335.96,0,20000
16,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8557,82,267,138,82,0,0,2,323,323,284.78,159.25,0,0,NA,3355668.17,16133.02,0,0
17,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8078,63,323,2,63,0,0,1,262,262,284.78,159.25,1,148,1.791,2721935.17,13086.23,0,20000
18,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8454,117,262,1,117,0,0,2,146,279,284.78,159.25,1,131,0.528,1516803.57,7292.32,0,20000
19,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8882,179,146,261,179,0,0,5,228,228,284.78,159.25,1,182,0.51,2368706.94,11388.01,0,20000
20,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8997,73,228,174,73,0,0,0,329,329,284.78,159.25,0,0,NA,3418002.56,16432.7,0,0
21,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.8035,127,329,0,127,0,0,0,202,202,284.78,159.25,1,208,0.827,2098591.24,10089.38,0,20000
22,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9496,154,202,194,154,0,0,2,242,242,284.78,159.25,1,168,1.098,2514153.86,12087.28,0,20000
23,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.7795,105,242,167,105,0,0,2,304,304,284.78,159.25,0,0,NA,3158275.92,15184.02,0,0
24,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.944,95,304,2,95,0,0,0,211,211,284.78,159.25,1,199,0.782,2192092.83,10538.91,0,20000
25,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9508,127,211,192,127,0,0,1,276,276,284.78,159.25,1,134,0.397,2867382.09,13785.49,0,20000
26,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9304,139,276,129,139,0,0,0,266,266,284.78,159.25,1,144,0.846,2763491.43,13286.02,0,20000
27,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.932,67,266,133,67,0,0,2,332,332,284.78,159.25,0,0,NA,3449169.75,16582.55,0,0
28,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9168,81,332,2,81,0,0,0,253,253,284.78,159.25,1,157,0.911,2628433.58,12636.7,0,20000
29,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0257,76,253,153,76,0,0,1,330,330,284.78,159.25,0,0,NA,3428391.62,16482.65,0,0
30,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.089,77,330,1,77,0,0,3,254,254,284.78,159.25,1,156,1.36,2638822.64,12686.65,0,20000
31,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9589,110,254,156,110,0,0,2,300,300,284.78,159.25,0,0,NA,3116719.66,14984.23,0,0
32,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0138,151,300,2,151,0,0,1,151,151,284.78,159.25,1,259,1.021,1568748.89,7542.06,0,20000
33,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0772,170,151,251,170,0,0,3,232,232,284.78,159.25,1,178,0.483,2410263.2,11587.8,0,20000
34,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.978,172,232,172,172,0,0,3,232,232,284.78,159.25,1,178,1.47,2410263.2,11587.8,0,20000
35,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0808,231,232,164,231,0,0,2,165,165,284.78,159.25,1,245,0.617,1714195.81,8241.33,0,20000
36,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1766,59,165,244,59,0,0,0,350,350,284.78,159.25,0,0,NA,3636172.93,17481.6,0,0
37,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0816,62,350,0,62,0,0,0,288,288,284.78,159.25,0,0,NA,2992050.87,14384.86,0,0
38,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,0.9765,153,288,0,153,0,0,3,135,135,284.78,159.25,1,275,0.902,1402523.85,6742.9,0,20000
39,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1699,54,135,268,54,0,0,2,349,349,284.78,159.25,0,0,NA,3625783.87,17431.65,0,0
40,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0767,108,349,2,108,0,0,0,243,243,284.78,159.25,1,167,0.826,2524542.92,12137.23,0,20000
41,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1752,72,243,156,72,0,0,0,327,327,284.78,159.25,0,0,NA,3397224.43,16332.81,0,0
42,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1691,152,327,0,152,0,0,4,175,175,284.78,159.25,1,235,0.446,1818086.47,8740.8,0,20000
43,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1877,82,175,235,82,0,0,1,328,328,284.78,159.25,0,0,NA,3407613.49,16382.76,0,0
44,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1705,201,328,1,201,0,0,1,128,128,284.78,159.25,1,282,0.771,1329800.39,6393.27,0,20000
45,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1001,203,128,259,203,0,0,1,184,184,284.78,159.25,1,226,2.157,1911588.06,9190.33,0,20000
46,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1616,195,184,1,185,10,1,3,0,223,284.78,159.25,1,187,1.142,0,0,87855.74,20000
47,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1946,89,0,398,89,0,0,0,309,309,284.78,159.25,0,0,NA,3210221.25,15433.76,0,0
48,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0955,84,309,0,84,0,0,3,225,225,284.78,159.25,1,185,0.615,2337539.74,11238.17,0,20000
49,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0926,92,225,182,92,0,0,2,315,315,284.78,159.25,0,0,NA,3272555.64,15733.44,0,0
50,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.1514,89,315,2,89,0,0,1,228,228,284.78,159.25,1,182,0.882,2368706.94,11388.01,0,20000
51,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0993,145,228,177,145,0,0,2,260,260,284.78,159.25,1,150,0.721,2701157.04,12986.33,0,20000
52,"FER-DIS-008","Disco Flap Grano 60","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,125.5298,10389.07,0.4582,19174.64,1.0059,84,260,137,84,0,0,0,313,313,284.78,159.25,0,0,NA,3251777.51,15633.55,0,0
1,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,1.0099,51,271,0,51,0,0,1,220,220,187.92,105.34,0,0,NA,6722660.83,32320.48,0,0
2,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,1.0088,191,220,1,191,0,0,3,30,30,187.92,105.34,1,241,1.09,916726.48,4407.34,0,20000
3,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,0.9323,91,30,218,91,0,0,2,157,157,187.92,105.34,1,114,0.752,4797535.23,23065.07,0,20000
4,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,1.0965,70,157,108,70,0,0,1,195,195,187.92,105.34,0,0,NA,5958722.1,28647.7,0,0
5,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,0.9309,99,195,1,99,0,0,0,97,97,187.92,105.34,1,174,1.11,2964082.27,14250.4,0,20000
6,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,0.9066,43,97,165,43,0,0,0,219,219,187.92,105.34,0,0,NA,6692103.28,32173.57,0,0
7,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,1.0319,123,219,0,123,0,0,1,96,96,187.92,105.34,1,175,0.819,2933524.73,14103.48,0,20000
8,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,0.9427,69,96,163,69,0,0,0,190,190,187.92,105.34,0,0,NA,5805934.35,27913.15,0,0
9,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,1.0113,107,190,0,107,0,0,2,83,83,187.92,105.34,1,188,0.555,2536276.59,12193.64,0,20000
10,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,0.8807,53,83,179,53,0,0,0,209,209,187.92,105.34,0,0,NA,6386527.79,30704.46,0,0
11,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,0.8549,116,209,0,116,0,0,0,93,93,187.92,105.34,1,178,1.639,2841852.08,13662.75,0,20000
12,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,0.9161,104,93,0,93,11,1,0,0,174,187.92,105.34,1,97,0.643,0,0,308007.08,20000
13,"FER-DIS-009","Disco Diamantado Continuo 4½""","Tornillería y Consumibles","FER","Discos abrasivos","unidad","A",0.98,82.5862,30557.55,0.4782,58558.19,0.9351,70,0,263,70,0,0,0,193,193,187.92,105.34,0,0,NA,5897607,28353.88,0,0
